,Open,Low,High,Close,DayOfWeek,Is_Imputed,Daily_Return
2013-09-19,30950.0,30800.0,31000.0,30800.0,Thursday,False,0.0
2013-09-20,30950.0,30800.0,31000.0,30800.0,Friday,True,0.0
2013-09-21,30400.0,29000.0,30450.0,29000.0,Saturday,False,-0.058441558441558406
2013-09-22,29300.0,29000.0,29500.0,29300.0,Sunday,False,0.010344827586206806
2013-09-23,29400.0,29250.0,29550.0,29350.0,Monday,False,0.0017064846416381396
2013-09-24,29150.0,29150.0,29500.0,29350.0,Tuesday,False,0.0
2013-09-25,29700.0,29700.0,31250.0,30700.0,Wednesday,False,0.04599659284497437
2013-09-26,30800.0,30500.0,30800.0,30500.0,Thursday,False,-0.006514657980456029
2013-09-27,30800.0,30500.0,30800.0,30500.0,Friday,True,0.0
2013-09-28,30100.0,29750.0,30450.0,30400.0,Saturday,False,-0.003278688524590123
2013-09-29,30700.0,30550.0,31000.0,30650.0,Sunday,False,0.008223684210526327
2013-09-30,30650.0,30250.0,30650.0,30350.0,Monday,False,-0.009787928221859699
2013-10-01,30500.0,30400.0,30550.0,30550.0,Tuesday,False,0.006589785831960571
2013-10-02,30700.0,30500.0,30700.0,30550.0,Wednesday,False,0.0
2013-10-03,30500.0,30350.0,30500.0,30350.0,Thursday,False,-0.006546644844517169
2013-10-04,30500.0,30350.0,30500.0,30350.0,Friday,True,0.0
2013-10-05,30300.0,30300.0,30600.0,30550.0,Saturday,False,0.006589785831960571
2013-10-06,30800.0,30550.0,30800.0,30550.0,Sunday,False,0.0
2013-10-07,30550.0,30350.0,30550.0,30450.0,Monday,False,-0.00327332242225864
2013-10-08,30450.0,30400.0,30500.0,30500.0,Tuesday,False,0.0016420361247948545
2013-10-09,30400.0,30350.0,30400.0,30350.0,Wednesday,False,-0.004918032786885296
2013-10-10,30400.0,30400.0,30450.0,30400.0,Thursday,False,0.0016474464579900872
2013-10-11,30400.0,30400.0,30450.0,30400.0,Friday,True,0.0
2013-10-12,30450.0,30350.0,30450.0,30350.0,Saturday,False,-0.00164473684210531
2013-10-13,30400.0,30150.0,30400.0,30150.0,Sunday,False,-0.00658978583196046
2013-10-14,30300.0,30150.0,30350.0,30350.0,Monday,False,0.0066334991708125735
2013-10-15,30300.0,30250.0,30350.0,30350.0,Tuesday,False,0.0
2013-10-16,30300.0,30250.0,30350.0,30350.0,Wednesday,True,0.0
2013-10-17,30450.0,30450.0,30450.0,30450.0,Thursday,False,0.0032948929159801743
2013-10-18,30450.0,30450.0,30450.0,30450.0,Friday,True,0.0
2013-10-19,30400.0,30200.0,30400.0,30200.0,Saturday,False,-0.008210180623973717
2013-10-20,30150.0,30100.0,30200.0,30150.0,Sunday,False,-0.0016556291390728006
2013-10-21,30050.0,29950.0,30100.0,29950.0,Monday,False,-0.0066334991708125735
2013-10-22,30050.0,30000.0,30100.0,30100.0,Tuesday,False,0.005008347245408995
2013-10-23,30100.0,30050.0,30150.0,30100.0,Wednesday,False,0.0
2013-10-24,30100.0,30050.0,30150.0,30100.0,Thursday,True,0.0
2013-10-25,30100.0,30050.0,30150.0,30100.0,Friday,True,0.0
2013-10-26,30150.0,30100.0,30150.0,30150.0,Saturday,False,0.0016611295681063787
2013-10-27,30150.0,30050.0,30150.0,30100.0,Sunday,False,-0.0016583747927031434
2013-10-28,30050.0,30050.0,30100.0,30100.0,Monday,False,0.0
2013-10-29,30050.0,30050.0,30150.0,30150.0,Tuesday,False,0.0016611295681063787
2013-10-30,30100.0,30050.0,30100.0,30050.0,Wednesday,False,-0.0033167495854062867
2013-10-31,30050.0,30050.0,30050.0,30050.0,Thursday,False,0.0
2013-11-01,30050.0,30050.0,30050.0,30050.0,Friday,True,0.0
2013-11-02,30150.0,30070.0,30150.0,30120.0,Saturday,False,0.0023294509151414733
2013-11-03,30200.0,30200.0,30400.0,30400.0,Sunday,False,0.009296148738379806
2013-11-04,30350.0,30300.0,30350.0,30300.0,Monday,False,-0.003289473684210509
2013-11-05,30250.0,30100.0,30250.0,30100.0,Tuesday,False,-0.0066006600660065695
2013-11-06,30200.0,30150.0,30200.0,30180.0,Wednesday,False,0.0026578073089700283
2013-11-07,30150.0,30150.0,30150.0,30150.0,Thursday,False,-0.0009940357852882276
2013-11-08,30150.0,30150.0,30150.0,30150.0,Friday,True,0.0
2013-11-09,30100.0,29950.0,30100.0,29950.0,Saturday,False,-0.0066334991708125735
2013-11-10,30050.0,30050.0,30250.0,30250.0,Sunday,False,0.01001669449081799
2013-11-11,30150.0,30120.0,30180.0,30150.0,Monday,False,-0.0033057851239669533
2013-11-12,30130.0,30130.0,30180.0,30180.0,Tuesday,False,0.0009950248756218638
2013-11-13,30130.0,30130.0,30180.0,30180.0,Wednesday,True,0.0
2013-11-14,30130.0,30130.0,30180.0,30180.0,Thursday,True,0.0
2013-11-15,30130.0,30130.0,30180.0,30180.0,Friday,True,0.0
2013-11-16,30180.0,30130.0,30200.0,30130.0,Saturday,False,-0.0016567263088137496
2013-11-17,30120.0,30050.0,30120.0,30100.0,Sunday,False,-0.0009956853634252028
2013-11-18,30080.0,29980.0,30080.0,30030.0,Monday,False,-0.0023255813953488857
2013-11-19,29950.0,29950.0,30070.0,30070.0,Tuesday,False,0.001332001332001287
2013-11-20,30070.0,30050.0,30120.0,30050.0,Wednesday,False,-0.0006651147322913609
2013-11-21,30100.0,30050.0,30100.0,30100.0,Thursday,False,0.0016638935108153063
2013-11-22,30100.0,30050.0,30100.0,30100.0,Friday,True,0.0
2013-11-23,30050.0,30000.0,30050.0,30050.0,Saturday,False,-0.0016611295681062677
2013-11-24,29850.0,29250.0,29850.0,29400.0,Sunday,False,-0.021630615640598982
2013-11-25,29000.0,28900.0,29150.0,29150.0,Monday,False,-0.008503401360544172
2013-11-26,29320.0,29200.0,29800.0,29750.0,Tuesday,False,0.020583190394511064
2013-11-27,29650.0,29600.0,29950.0,29900.0,Wednesday,False,0.005042016806722671
2013-11-28,29830.0,29600.0,29830.0,29620.0,Thursday,False,-0.00936454849498325
2013-11-29,29830.0,29600.0,29830.0,29620.0,Friday,True,0.0
2013-11-30,29530.0,29520.0,29620.0,29600.0,Saturday,False,-0.0006752194463200967
2013-12-01,29600.0,29530.0,29600.0,29530.0,Sunday,False,-0.0023648648648648685
2013-12-02,29600.0,29530.0,29600.0,29530.0,Monday,False,0.0
2013-12-03,29460.0,29400.0,29480.0,29450.0,Tuesday,False,-0.0027091093802912303
2013-12-04,29470.0,29470.0,29560.0,29550.0,Wednesday,False,0.00339558573853993
2013-12-05,29580.0,29520.0,29580.0,29520.0,Thursday,False,-0.0010152284263958977
2013-12-06,29580.0,29520.0,29580.0,29520.0,Friday,True,0.0
2013-12-07,29500.0,29470.0,29520.0,29480.0,Saturday,False,-0.0013550135501354532
2013-12-08,29450.0,29400.0,29480.0,29460.0,Sunday,False,-0.0006784260515604323
2013-12-09,29480.0,29420.0,29490.0,29420.0,Monday,False,-0.0013577732518669228
2013-12-10,29450.0,29440.0,29480.0,29480.0,Tuesday,False,0.0020394289598912874
2013-12-11,29480.0,29380.0,29480.0,29390.0,Wednesday,False,-0.0030529172320217235
2013-12-12,29370.0,29350.0,29370.0,29350.0,Thursday,False,-0.0013610071452875294
2013-12-13,29370.0,29350.0,29370.0,29350.0,Friday,True,0.0
2013-12-14,29350.0,29350.0,29560.0,29560.0,Saturday,False,0.007155025553662764
2013-12-15,29600.0,29520.0,29600.0,29520.0,Sunday,False,-0.0013531799729363803
2013-12-16,29510.0,29470.0,29510.0,29470.0,Monday,False,-0.0016937669376694275
2013-12-17,29440.0,29420.0,29470.0,29440.0,Tuesday,False,-0.001017984390906057
2013-12-18,29460.0,29430.0,29490.0,29490.0,Wednesday,False,0.0016983695652172948
2013-12-19,29480.0,29440.0,29480.0,29450.0,Thursday,False,-0.0013563919972872096
2013-12-20,29480.0,29440.0,29480.0,29450.0,Friday,True,0.0
2013-12-21,29460.0,29410.0,29460.0,29450.0,Saturday,False,0.0
2013-12-22,29420.0,29420.0,29560.0,29560.0,Sunday,False,0.0037351443123938566
2013-12-23,29420.0,29420.0,29560.0,29560.0,Monday,True,0.0
2013-12-24,29570.0,29570.0,29720.0,29710.0,Tuesday,False,0.005074424898511509
2013-12-25,29710.0,29630.0,29710.0,29670.0,Wednesday,False,-0.0013463480309660047
2013-12-26,29660.0,29660.0,30010.0,30010.0,Thursday,False,0.011459386585776832
2013-12-27,29660.0,29660.0,30010.0,30010.0,Friday,True,0.0
2013-12-28,29930.0,29850.0,29990.0,29950.0,Saturday,False,-0.0019993335554815417
2013-12-29,29960.0,29960.0,30230.0,30150.0,Sunday,False,0.006677796327211993
2013-12-30,30160.0,30060.0,30160.0,30060.0,Monday,False,-0.0029850746268657025
2013-12-31,30080.0,30070.0,30080.0,30070.0,Tuesday,False,0.0003326679973385538
2014-01-01,30030.0,29990.0,30040.0,30000.0,Wednesday,False,-0.002327901563019652
2014-01-02,29920.0,29920.0,29920.0,29920.0,Thursday,False,-0.002666666666666706
2014-01-03,29920.0,29920.0,29920.0,29920.0,Friday,True,0.0
2014-01-04,29940.0,29740.0,29950.0,29760.0,Saturday,False,-0.005347593582887722
2014-01-05,29770.0,29660.0,29770.0,29740.0,Sunday,False,-0.0006720430107527431
2014-01-06,29730.0,29730.0,29820.0,29800.0,Monday,False,0.0020174848688634395
2014-01-07,29790.0,29790.0,29850.0,29850.0,Tuesday,False,0.001677852348993314
2014-01-08,29850.0,29820.0,29920.0,29900.0,Wednesday,False,0.0016750418760469454
2014-01-09,29880.0,29800.0,29910.0,29800.0,Thursday,False,-0.0033444816053511683
2014-01-10,29880.0,29800.0,29910.0,29800.0,Friday,True,0.0
2014-01-11,29780.0,29760.0,29830.0,29800.0,Saturday,False,0.0
2014-01-12,29840.0,29780.0,29840.0,29790.0,Sunday,False,-0.0003355704697987072
2014-01-13,29780.0,29500.0,29780.0,29560.0,Monday,False,-0.007720711648204093
2014-01-14,29600.0,29600.0,29680.0,29630.0,Tuesday,False,0.0023680649526387487
2014-01-15,29640.0,29560.0,29640.0,29570.0,Wednesday,False,-0.002024974687816372
2014-01-16,29580.0,29570.0,29610.0,29570.0,Thursday,False,0.0
2014-01-17,29580.0,29570.0,29610.0,29570.0,Friday,True,0.0
2014-01-18,29560.0,29380.0,29560.0,29390.0,Saturday,False,-0.006087250591816029
2014-01-19,29360.0,29360.0,29360.0,29360.0,Sunday,False,-0.0010207553589656193
2014-01-20,29230.0,28880.0,29230.0,28880.0,Monday,False,-0.016348773841961872
2014-01-21,28890.0,28890.0,29380.0,29340.0,Tuesday,False,0.015927977839335083
2014-01-22,29320.0,29280.0,29650.0,29510.0,Wednesday,False,0.005794137695978252
2014-01-23,29480.0,29360.0,29490.0,29400.0,Thursday,False,-0.0037275499830565773
2014-01-24,29480.0,29360.0,29490.0,29400.0,Friday,True,0.0
2014-01-25,29440.0,29440.0,29640.0,29520.0,Saturday,False,0.004081632653061273
2014-01-26,29540.0,29410.0,29550.0,29450.0,Sunday,False,-0.002371273712737154
2014-01-27,29460.0,29410.0,29490.0,29490.0,Monday,False,0.0013582342954159277
2014-01-28,29470.0,29440.0,29510.0,29480.0,Tuesday,False,-0.0003390979993218579
2014-01-29,29490.0,29420.0,29510.0,29420.0,Wednesday,False,-0.002035278154681186
2014-01-30,29410.0,29320.0,29430.0,29350.0,Thursday,False,-0.0023793337865397612
2014-01-31,29340.0,29330.0,29400.0,29380.0,Friday,False,0.0010221465076660774
2014-02-01,29370.0,29350.0,29440.0,29420.0,Saturday,False,0.001361470388019148
2014-02-02,29410.0,29400.0,29480.0,29460.0,Sunday,False,0.0013596193065941176
2014-02-03,29460.0,29460.0,29580.0,29540.0,Monday,False,0.0027155465037338455
2014-02-04,29520.0,29460.0,29530.0,29470.0,Tuesday,False,-0.0023696682464454666
2014-02-05,29460.0,29460.0,29510.0,29510.0,Wednesday,False,0.001357312521208076
2014-02-06,29500.0,29490.0,29600.0,29590.0,Thursday,False,0.002710945442222945
2014-02-07,29620.0,29580.0,29630.0,29600.0,Friday,False,0.00033795201081443516
2014-02-08,29580.0,29520.0,29600.0,29540.0,Saturday,False,-0.002027027027027062
2014-02-09,29530.0,29430.0,29540.0,29460.0,Sunday,False,-0.0027081922816519777
2014-02-10,29450.0,29420.0,29520.0,29510.0,Monday,False,0.0016972165648336812
2014-02-11,29500.0,29500.0,29510.0,29500.0,Tuesday,False,-0.0003388681802778404
2014-02-12,29510.0,29490.0,29560.0,29540.0,Wednesday,False,0.0013559322033898091
2014-02-13,29550.0,29480.0,29550.0,29520.0,Thursday,False,-0.0006770480704130222
2014-02-14,29530.0,29530.0,29550.0,29530.0,Friday,False,0.0003387533875338633
2014-02-15,29560.0,29520.0,29610.0,29580.0,Saturday,False,0.0016931933626820328
2014-02-16,29570.0,29480.0,29570.0,29480.0,Sunday,False,-0.0033806626098715764
2014-02-17,29500.0,29440.0,29530.0,29520.0,Monday,False,0.0013568521031208647
2014-02-18,29540.0,29500.0,29570.0,29520.0,Tuesday,False,0.0
2014-02-19,29500.0,29480.0,29540.0,29520.0,Wednesday,False,0.0
2014-02-20,29500.0,29500.0,29530.0,29530.0,Thursday,False,0.0003387533875338633
2014-02-21,29520.0,29500.0,29520.0,29500.0,Friday,False,-0.0010159160176091975
2014-02-22,29520.0,29510.0,29580.0,29560.0,Saturday,False,0.0020338983050847137
2014-02-23,29580.0,29560.0,29620.0,29600.0,Sunday,False,0.0013531799729364913
2014-02-24,29580.0,29580.0,29850.0,29840.0,Monday,False,0.008108108108108025
2014-02-25,29860.0,29860.0,30150.0,29900.0,Tuesday,False,0.002010723860589758
2014-02-26,29890.0,29840.0,29960.0,29880.0,Wednesday,False,-0.0006688963210702559
2014-02-27,29890.0,29860.0,30090.0,30090.0,Thursday,False,0.007028112449799284
2014-02-28,30120.0,30060.0,30120.0,30100.0,Friday,False,0.00033233632436036054
2014-03-01,30140.0,30100.0,30500.0,30450.0,Saturday,False,0.011627906976744207
2014-03-02,30430.0,30310.0,30600.0,30590.0,Sunday,False,0.0045977011494253706
2014-03-03,30660.0,30630.0,31270.0,31070.0,Monday,False,0.015691402419091283
2014-03-04,31000.0,30500.0,31140.0,30640.0,Tuesday,False,-0.013839716768587085
2014-03-05,30620.0,30500.0,30620.0,30520.0,Wednesday,False,-0.003916449086161844
2014-03-06,30500.0,30430.0,30530.0,30490.0,Thursday,False,-0.000982961992136322
2014-03-07,30470.0,30460.0,30510.0,30460.0,Friday,False,-0.0009839291571006603
2014-03-08,30430.0,30060.0,30430.0,30060.0,Saturday,False,-0.013131976362442566
2014-03-09,29970.0,29970.0,30440.0,30440.0,Sunday,False,0.012641383898868819
2014-03-10,30430.0,30360.0,30790.0,30710.0,Monday,False,0.008869908015768813
2014-03-11,30750.0,30450.0,30910.0,30550.0,Tuesday,False,-0.005210029306414898
2014-03-12,30560.0,30330.0,30640.0,30370.0,Wednesday,False,-0.005891980360065441
2014-03-13,30400.0,30290.0,30430.0,30360.0,Thursday,False,-0.0003292723081989024
2014-03-14,30390.0,30390.0,30500.0,30440.0,Friday,False,0.0026350461133068936
2014-03-15,30450.0,30020.0,30450.0,30080.0,Saturday,False,-0.01182654402102501
2014-03-16,30060.0,29800.0,30250.0,30200.0,Sunday,False,0.003989361702127603
2014-03-17,30190.0,29960.0,30190.0,29960.0,Monday,False,-0.007947019867549643
2014-03-18,30000.0,29950.0,30140.0,30000.0,Tuesday,False,0.001335113484646211
2014-03-19,30060.0,30030.0,30150.0,30140.0,Wednesday,False,0.004666666666666597
2014-03-20,30100.0,30100.0,30200.0,30170.0,Thursday,False,0.0009953550099535136
2014-03-21,30100.0,30100.0,30200.0,30170.0,Friday,True,0.0
2014-03-22,30100.0,30100.0,30200.0,30170.0,Saturday,True,0.0
2014-03-23,30250.0,30250.0,30270.0,30270.0,Sunday,False,0.0033145508783560818
2014-03-24,30250.0,30180.0,30250.0,30180.0,Monday,False,-0.0029732408325073845
2014-03-25,30200.0,30200.0,30300.0,30300.0,Tuesday,False,0.003976143141153132
2014-03-26,30400.0,30350.0,30530.0,30500.0,Wednesday,False,0.0066006600660066805
2014-03-27,30560.0,30560.0,30690.0,30580.0,Thursday,False,0.0026229508196722318
2014-03-28,30570.0,30570.0,30570.0,30570.0,Friday,False,-0.0003270111183780733
2014-03-29,30550.0,30460.0,30550.0,30470.0,Saturday,False,-0.003271180896303516
2014-03-30,30480.0,30410.0,30500.0,30490.0,Sunday,False,0.0006563833278634412
2014-03-31,30500.0,30500.0,30650.0,30640.0,Monday,False,0.004919645785503413
2014-04-01,30630.0,30600.0,30640.0,30630.0,Tuesday,False,-0.00032637075718011666
2014-04-02,30630.0,30600.0,30640.0,30630.0,Wednesday,True,0.0
2014-04-03,30610.0,30610.0,30610.0,30610.0,Thursday,False,-0.0006529546196539782
2014-04-04,30610.0,30610.0,30610.0,30610.0,Friday,True,0.0
2014-04-05,30570.0,30450.0,30580.0,30480.0,Saturday,False,-0.004246978111728139
2014-04-06,30490.0,30260.0,30490.0,30430.0,Sunday,False,-0.0016404199475065218
2014-04-07,30410.0,30370.0,30650.0,30580.0,Monday,False,0.004929346040092097
2014-04-08,30570.0,30540.0,30900.0,30900.0,Tuesday,False,0.01046435578809679
2014-04-09,30960.0,30790.0,31160.0,30800.0,Wednesday,False,-0.003236245954692518
2014-04-10,30820.0,30720.0,30900.0,30810.0,Thursday,False,0.00032467532467528315
2014-04-11,30800.0,30790.0,30810.0,30790.0,Friday,False,-0.0006491398896462108
2014-04-12,30780.0,30750.0,31160.0,31140.0,Saturday,False,0.011367327054238485
2014-04-13,31150.0,31030.0,31280.0,31210.0,Sunday,False,0.0022479126525369875
2014-04-14,31240.0,31180.0,31380.0,31300.0,Monday,False,0.002883691124639487
2014-04-15,31230.0,31230.0,31800.0,31800.0,Tuesday,False,0.015974440894568787
2014-04-16,31840.0,31560.0,32000.0,31560.0,Wednesday,False,-0.007547169811320753
2014-04-17,31570.0,31540.0,31780.0,31710.0,Thursday,False,0.004752851711026684
2014-04-18,31720.0,31670.0,31740.0,31730.0,Friday,False,0.00063071586250385
2014-04-19,31750.0,31740.0,31960.0,31790.0,Saturday,False,0.0018909549322407848
2014-04-20,31820.0,31820.0,32170.0,32090.0,Sunday,False,0.00943692985215483
2014-04-21,31820.0,31820.0,32170.0,32090.0,Monday,True,0.0
2014-04-22,31820.0,31820.0,32170.0,32090.0,Tuesday,True,0.0
2014-04-23,31820.0,31820.0,32170.0,32090.0,Wednesday,True,0.0
2014-04-24,32730.0,32300.0,32900.0,32540.0,Thursday,False,0.014023060143346866
2014-04-25,32580.0,32350.0,32630.0,32480.0,Friday,False,-0.0018438844499077955
2014-04-26,32430.0,32430.0,32800.0,32800.0,Saturday,False,0.009852216748768461
2014-04-27,32780.0,32780.0,33600.0,33350.0,Sunday,False,0.0167682926829269
2014-04-28,33280.0,32750.0,33390.0,32820.0,Monday,False,-0.01589205397301352
2014-04-29,32760.0,32590.0,32960.0,32950.0,Tuesday,False,0.0039609993906155605
2014-04-30,32940.0,32840.0,33010.0,32980.0,Wednesday,False,0.0009104704097115945
2014-05-01,32950.0,32900.0,33100.0,33100.0,Thursday,False,0.0036385688295936802
2014-05-02,33120.0,33100.0,33150.0,33130.0,Friday,False,0.0009063444108761143
2014-05-03,33150.0,33120.0,33290.0,33150.0,Saturday,False,0.0006036824630244464
2014-05-04,33100.0,32780.0,33160.0,32780.0,Sunday,False,-0.011161387631975828
2014-05-05,32820.0,32720.0,33160.0,33140.0,Monday,False,0.010982306284319732
2014-05-06,33150.0,32930.0,33300.0,33040.0,Tuesday,False,-0.0030175015087507973
2014-05-07,33030.0,32840.0,33050.0,32910.0,Wednesday,False,-0.0039346246973365195
2014-05-08,32800.0,32790.0,32930.0,32900.0,Thursday,False,-0.00030385900941964916
2014-05-09,32910.0,32860.0,32910.0,32870.0,Friday,False,-0.0009118541033434902
2014-05-10,32880.0,32580.0,32950.0,32580.0,Saturday,False,-0.008822634621235115
2014-05-11,32570.0,32320.0,32680.0,32360.0,Sunday,False,-0.006752608962553697
2014-05-12,32400.0,32270.0,32610.0,32490.0,Monday,False,0.004017305315203945
2014-05-13,32470.0,32450.0,32500.0,32480.0,Tuesday,False,-0.0003077870113881165
2014-05-14,32490.0,32360.0,32560.0,32370.0,Wednesday,False,-0.0033866995073891237
2014-05-15,32390.0,32350.0,32450.0,32450.0,Thursday,False,0.0024714241581711427
2014-05-16,32470.0,32470.0,33020.0,32930.0,Friday,False,0.014791987673343554
2014-05-17,32940.0,32920.0,33200.0,32990.0,Saturday,False,0.001822046765866947
2014-05-18,33000.0,32680.0,33020.0,32760.0,Sunday,False,-0.006971809639284676
2014-05-19,32740.0,32720.0,32850.0,32820.0,Monday,False,0.001831501831501825
2014-05-20,32810.0,32730.0,32950.0,32940.0,Tuesday,False,0.003656307129798808
2014-05-21,32920.0,32860.0,33080.0,32900.0,Wednesday,False,-0.0012143290831815312
2014-05-22,32880.0,32840.0,32920.0,32870.0,Thursday,False,-0.0009118541033434902
2014-05-23,32880.0,32830.0,32920.0,32830.0,Friday,False,-0.0012169151201704143
2014-05-24,32820.0,32700.0,32840.0,32740.0,Saturday,False,-0.002741395065488872
2014-05-25,32760.0,32700.0,32860.0,32820.0,Sunday,False,0.0024434941967013124
2014-05-26,32850.0,32800.0,32890.0,32830.0,Monday,False,0.00030469226081653034
2014-05-27,32820.0,32750.0,32830.0,32770.0,Tuesday,False,-0.0018275967103259516
2014-05-28,32780.0,32640.0,32780.0,32670.0,Wednesday,False,-0.0030515715593530945
2014-05-29,32660.0,32620.0,32780.0,32780.0,Thursday,False,0.0033670033670034627
2014-05-30,32790.0,32740.0,32800.0,32770.0,Friday,False,-0.0003050640634533197
2014-05-31,32770.0,32720.0,32790.0,32760.0,Saturday,False,-0.00030515715593526505
2014-06-01,32770.0,32760.0,32830.0,32810.0,Sunday,False,0.0015262515262515208
2014-06-02,32800.0,32790.0,32850.0,32820.0,Monday,False,0.00030478512648590694
2014-06-03,32810.0,32790.0,32840.0,32800.0,Tuesday,False,-0.0006093845216331717
2014-06-04,32820.0,32810.0,32830.0,32830.0,Wednesday,False,0.0009146341463415197
2014-06-05,32820.0,32810.0,32830.0,32830.0,Thursday,True,0.0
2014-06-06,32840.0,32830.0,32850.0,32830.0,Friday,False,0.0
2014-06-07,32840.0,32610.0,32850.0,32620.0,Saturday,False,-0.006396588486140775
2014-06-08,32600.0,32350.0,32600.0,32450.0,Sunday,False,-0.005211526670754085
2014-06-09,32430.0,32290.0,32460.0,32320.0,Monday,False,-0.004006163328197254
2014-06-10,32290.0,32060.0,32400.0,32400.0,Tuesday,False,0.0024752475247524774
2014-06-11,32410.0,32340.0,32500.0,32400.0,Wednesday,False,0.0
2014-06-12,32420.0,32410.0,32460.0,32450.0,Thursday,False,0.0015432098765431057
2014-06-13,32440.0,32410.0,32440.0,32430.0,Friday,False,-0.0006163328197226203
2014-06-14,32420.0,32180.0,32420.0,32190.0,Saturday,False,-0.007400555041628176
2014-06-15,32160.0,32120.0,32230.0,32120.0,Sunday,False,-0.0021745883814849876
2014-06-16,32050.0,31790.0,32120.0,31790.0,Monday,False,-0.010273972602739767
2014-06-17,31780.0,31770.0,32110.0,32040.0,Tuesday,False,0.00786410821012895
2014-06-18,32000.0,31900.0,32170.0,31930.0,Wednesday,False,-0.0034332084893882175
2014-06-19,31980.0,31800.0,32190.0,32110.0,Thursday,False,0.0056373316630129455
2014-06-20,32100.0,32010.0,32290.0,32290.0,Friday,False,0.0056057303020866645
2014-06-21,32330.0,32040.0,32340.0,32070.0,Saturday,False,-0.006813254877671149
2014-06-22,32050.0,31790.0,32050.0,31920.0,Sunday,False,-0.004677268475210439
2014-06-23,32050.0,31790.0,32050.0,31920.0,Monday,True,0.0
2014-06-24,31740.0,31600.0,31770.0,31670.0,Tuesday,False,-0.007832080200501301
2014-06-25,31650.0,31600.0,31730.0,31670.0,Wednesday,False,0.0
2014-06-26,31650.0,31620.0,31720.0,31650.0,Thursday,False,-0.000631512472371365
2014-06-27,31670.0,31670.0,31700.0,31690.0,Friday,False,0.0012638230647710191
2014-06-28,31680.0,31390.0,31680.0,31390.0,Saturday,False,-0.009466708740927698
2014-06-29,31380.0,31080.0,31380.0,31180.0,Sunday,False,-0.00669002867155144
2014-06-30,31160.0,30900.0,31160.0,31140.0,Monday,False,-0.0012828736369467908
2014-07-01,31160.0,30920.0,31230.0,31180.0,Tuesday,False,0.0012845215157353262
2014-07-02,31190.0,31110.0,31500.0,31330.0,Wednesday,False,0.004810776138550299
2014-07-03,31360.0,31260.0,31480.0,31270.0,Thursday,False,-0.0019150973507819913
2014-07-04,31240.0,31200.0,31340.0,31260.0,Friday,False,-0.0003197953309881374
2014-07-05,31250.0,30940.0,31290.0,30960.0,Saturday,False,-0.009596928982725572
2014-07-06,30920.0,30770.0,31010.0,30950.0,Sunday,False,-0.0003229974160207094
2014-07-07,30990.0,30980.0,31310.0,31260.0,Monday,False,0.010016155088852896
2014-07-08,31300.0,31140.0,31500.0,31180.0,Tuesday,False,-0.0025591810620601008
2014-07-09,31190.0,30990.0,31270.0,31050.0,Wednesday,False,-0.004169339320077015
2014-07-10,31100.0,31000.0,31140.0,31020.0,Thursday,False,-0.0009661835748792091
2014-07-11,31000.0,31000.0,31110.0,31060.0,Friday,False,0.0012894906511928816
2014-07-12,31010.0,30970.0,31240.0,31220.0,Saturday,False,0.005151320025756689
2014-07-13,31200.0,31170.0,31420.0,31360.0,Sunday,False,0.004484304932735439
2014-07-14,31350.0,31220.0,31350.0,31230.0,Monday,False,-0.004145408163265252
2014-07-15,31200.0,31110.0,31230.0,31170.0,Tuesday,False,-0.0019212295869356355
2014-07-16,31180.0,31170.0,31470.0,31360.0,Wednesday,False,0.006095604748155292
2014-07-17,31390.0,31330.0,31430.0,31430.0,Thursday,False,0.0022321428571427937
2014-07-18,31440.0,31430.0,31640.0,31560.0,Friday,False,0.004136175628380423
2014-07-19,31580.0,31300.0,31580.0,31340.0,Saturday,False,-0.006970849176172411
2014-07-20,31300.0,31210.0,31370.0,31310.0,Sunday,False,-0.0009572431397575354
2014-07-21,31280.0,31270.0,31370.0,31330.0,Monday,False,0.0006387735547748186
2014-07-22,31320.0,31270.0,31350.0,31330.0,Tuesday,False,0.0
2014-07-23,31280.0,31240.0,31360.0,31330.0,Wednesday,False,0.0
2014-07-24,31340.0,31320.0,31410.0,31390.0,Thursday,False,0.0019150973507819913
2014-07-25,31370.0,31360.0,31390.0,31380.0,Friday,False,-0.0003185727938833649
2014-07-26,31390.0,31350.0,31410.0,31390.0,Saturday,False,0.00031867431485022024
2014-07-27,31380.0,31320.0,31410.0,31370.0,Sunday,False,-0.0006371455877668408
2014-07-28,31350.0,31250.0,31370.0,31290.0,Monday,False,-0.0025502072043352975
2014-07-29,31310.0,31260.0,31310.0,31260.0,Tuesday,False,-0.0009587727708533222
2014-07-30,31250.0,31230.0,31250.0,31240.0,Wednesday,False,-0.000639795265515053
2014-07-31,31250.0,31200.0,31250.0,31230.0,Thursday,False,-0.0003201024327784685
2014-08-01,31250.0,31200.0,31250.0,31230.0,Friday,True,0.0
2014-08-02,31200.0,31200.0,31300.0,31290.0,Saturday,False,0.0019212295869357465
2014-08-03,31330.0,31290.0,31400.0,31400.0,Sunday,False,0.003515500159795515
2014-08-04,31390.0,31380.0,31490.0,31420.0,Monday,False,0.0006369426751593465
2014-08-05,31410.0,31370.0,31450.0,31400.0,Tuesday,False,-0.0006365372374284028
2014-08-06,31380.0,31340.0,31410.0,31400.0,Wednesday,False,0.0
2014-08-07,31350.0,31320.0,31370.0,31320.0,Thursday,False,-0.002547770700636942
2014-08-08,31310.0,31310.0,31350.0,31320.0,Friday,False,0.0
